,app_name,at,content,score,sentiment,word_count
3122,,,Great. I help me keep track of my appointments.,,data control,
3123,,,Helps me to keep my appointments clear which medication I can take,,data control,
3124,,,"Very useful application that distinguishes between me and family members and stores data. Precise tool during the diagnosis, quite cool!",,data control,
3125,,,"Great application! I help me follow my mother and my own appt, drugs and Dr. friendly and easy to switch between users.",,data control,
3126,,,"I help me keep track of me and my growing twins, I like it, it is also connected to the obtain I left and to my new, so all my files are always together",,data control,
3127,,,Helps me keep an eye on my medical information.,,data control,
3128,,,I help me access my medication records and easily reorganize my medication.,,data control,
3129,,,Helps keep all of my records and my family is available with the touch of a button !!,,data control,
3130,,,Helps me keep step with appointments and follow how I am doing,,data control,
3131,,,I help me keep track of all medical information. I can also send messages to my doctors,,data control,
3132,,,I love it. Very easy to use. It helps me keep the appointments and allows me to manage my health easily.,,data control,
3133,,,Helps keep all of my records and my family is available with the touch of a button !!,,data control,
3134,,,"It helps me to track diagnosis, treatments and medications.",,data control,
3135,,,"Good way to organize medical records and invoices. But a problem when changing any previously added recording, it does not give you a list of family members who create a different recording. Correction of this bug",,data control,
3136,,,Helps to keep me organized.  It has important information and available.,,data control,
3137,,,Helps me stay organized in medical care needs,,data control,
3138,,,Useful application! The results are displayed from Visits to DR useful to follow your medical test and your processing services. Easy to access when sharing information with other services.,,data control,
3139,,,Very efficient! Easy to use. Notifications are great and easy to react. Update information easily. Great app!,,data control,
3140,,,It helps me track everything! Make more quotes see past and future; reorder scripts; Send a message to your doctor.,,data control,
3141,,,Helps me to follow my apps and visitors for reports,,data control,
3142,,,Easy to follow. I love to have all my information. Completely with explanation of my results (within the normal area or not & how much).,,data control,
3143,,,"This is the first time I can see my doctor's reports, the results of the tests, make appointments and much more. Currently appreciating and enjoying this application.",,data control,
3144,,,Everything conveniently located for your doctor's needs/medications! It helps me to keep my life healthier and more organized with my appointments.,,data control,
3145,,,Useful to have files to which I am able to access when another doctor must see.,,data control,
3146,,,I love this application. Help get my medications when I need them filled and I can verify my statistics and quotes soon!,,data control,
3147,,,"Not an option to examine the results of the laboratory, I have routine laboratories and I can usually display them in my patient portal.",,data control,
3148,,,"Helps to keep everything organized for me and I like to see it 
Results from tests and laboratories.",,data control,
3149,,,Impressive application. Use often. Complete medical record whenever you need it.,,data control,
3150,,,The information is easy to read and is available for me almost instantly. Easy to communicate with nurses and Dr.,,data control,
3151,,,I love this application. Help get my medication when I need them and I can check my statistics and go to come !!,,data control,
3152,,,Great app. Updates quickly and you have everything on your fingertip,,data control,
3153,,,Helps when I forget my appointments and which doctor I see this day.,,data control,
3154,,,Helpful to get my information without calling for a nurse,,data control,
3155,,,Help follow the things I often forget,,data control,
3156,,,ADA is very helpful and easily accessible.,,data control,
3157,,,"I love this application! It helps me to track appointments, medical records, emptical emails. It's great!",,data control,
3158,,,Professionally application. Easy to use. All information is easily available,,data control,
3159,,,I personally like this application. It is very useful when you have to have your list of medicines or health conditions. It helps to track appointments too.,,data control,
3160,,,"Easy to use. Help with the next appointments, AMD allows you to see my results.",,data control,
3161,,,It helps me track my medical information.,,data control,
3162,,,It helps me track all my medical appointments and test results,,data control,
3163,,,I was surprised how easy it was to use. Everything is simple. The visualization of my test and laboratory reports was very instructive and complete. I am impressed.,,data control,
3164,,,I love this application. It helps me communicate with my doctor so quickly and easily and has all my health records within my reach.,,data control,
3165,,,Help me with an appointment. And discover the test,,data control,
3166,,,"This application is so useful! I can stay in touch with my doctors and check my test results in a timely time !! Useful and works very well, I can plan visits and help me remember when my next meeting is !!!",,data control,
3167,,,Cannot be linked to an installation never or another Med. Professionals,,data control,
3168,,,"This application makes it very convenient to see when documents publish things. 
Helps have diagnosis, medications and appointments directly in my fonertips",,data control,
3169,,,Love this app. Help my medication when I have refilled and can check my statistics and appointments!,,data control,
3170,,,I help me stay informed of my results.,,data control,
3171,,,Easily and relevant information easily accessible. I don't have the words to explain how perfectly this application suits me.,,data control,
3172,,,Help if you have given the information you claim are available,,data control,
3173,,,Large application. I help me keep track of all my needs / health appointments.,,data control,
3174,,,Helps me to keep my medical directly on my fingertips,,data control,
3175,,,I was surprised how easy it was to use. Everything is simple. The visualization of my test and laboratory reports was very instructive and complete. I am impressed.,,data control,
3176,,,"Put symptoms in my conclusion that I had said ""no."" Immediately eliminated",,data control,
3177,,,Love it! Help me up to date when I get enough of playing with the nurse phone day! And I can access information at any time if I need it! Love it!,,data control,
3178,,,"Fantastic. It helps me to track myself and in case I need some information for another doctor, everything is here.",,data control,
3179,,,"Helpful and easy to use! Able to add my son to my account, which is super comfortable.",,data control,
3180,,,Helps me keep an eye on my appointments and whatever the Doyors want to tell me.,,data control,
3181,,,"My picture is an easy and excellent resources and application to access all your medical records and history. You can do all kinds of things in this application, such as link, other medical records, etc.",,data control,
3182,,,Excellent application and easy to use with a lot of information. Available at your fingertips!,,data control,
3183,,,Helps me to keep an eye on my medical files,,data control,
3184,,,Help if he gave him the information he says is available,,data control,
3185,,,Helpful to know the doctor's new measures!,,data control,
3186,,,Helps to keep up with all my medical information,,data control,
3187,,,Helps me keep track of all my medical appointments and the results of the tests,,data control,
3188,,,"This is the best application of all time! I help me keep trace of my medication, my appointments and my bills.",,data control,
3189,,,Eliminates the filling of the same forms over and over again. My whole medical team can see all my data.,,data control,
3190,,,Useful to find laboratory results and send messages to your doctor. I would like the laboratory results to be more understandable.,,data control,
3191,,,Very good and. Support information about the tests and the DR recommends this,,data control,
3192,,,I help me remember my next Dr Appts. As I was seen for the last time in Dr. Keep track of all my necessary medical information.,,data control,
3193,,,"I love this application. All doctors should use it. Easy to communicate with them, all medical information in one place. Excellent!",,data control,
3194,,,"Impressive application! It lets you see everything! Update of December 31, 2022 Loving this application both #Vanderbilt #cdozier",,data control,
3195,,,"Very one -sided app.  The patient cannot enter any information about symptoms, current problems, previous diagnoses and do not add any supporting records or documentation.   Quite worthless.",,data control,
3196,,,"He stopped working, eliminated my information from Myufhealth, I can't find any organization when searching in Florida, it still doesn't work after updating.",,data control,
3197,,,Full of access to all my diagrams and my care team.,,data control,
3198,,,It helps me track my medical information in one place. There are no problems with the configuration or use of the application.,,data control,
3199,,,It helps me track my appointments and medications.,,data control,
3200,,,"It's great. It helps me stay up to date with my next appointments, and I can see the results of my tests.",,data control,
3201,,,"Completely useless. Everything gives a ""something wrong"" error, I cannot access any communication from my doctor nor can I access any information on laboratory results or images, there is no access to any of my available medical records because something went wrong. """,,data control,
3202,,,"Ideal for general evaluation! Helps me to follow the trace or my symptoms for my 
Doctors visit",,data control,
3203,,,Helps me to follow my medical records,,data control,
3204,,,"I have only been able to access the portal once when I configured it. You can't change the password, I have been calling the clinic to get help to change my password. He helped once, but he still couldn't access.",,data control,
3205,,,Helps me remember the appointments. Access to previous problems is excellent.,,data control,
3206,,,Useful to keep track with medication and tests. Excellent way to follow appointments and recharges.,,data control,
3207,,,Great application. It helps me track all my health needs/quotes.,,data control,
3208,,,"It's great to be able to see your visits information with a simple click of a button ... See your laboratories, contact your DR and make appointments ...",,data control,
3209,,,Full of information that I can search in one place. Very easy to use. Yes I like it.,,data control,
3210,,,The application is very useful. It helps keep all my medical things on the tips of my fingers.,,data control,
3211,,,AYMISSAIRE! I help me keep all my vaccination information codids together without having to transport a paper card everywhere! To like,,data control,
3212,,,I help me follow the test results between visits to the doctor without having to call them.,,data control,
3213,,,Never tested or examined that I have with a doctor or specialist presents himself in this request. Helps follow health problems and concerns.,,data control,
3214,,,"Available, simple access and reliable for medical information.",,data control,
3215,,,New update does not show the complete notes of Medical Professional.,,data control,
3216,,,I help me access my medication records and easily reorganize my medication.,,data control,
3217,,,"This is the best application! It helps me track my medications, appointments and pay bills.",,data control,
3218,,,Love this app. Help my medication when I have refilled and can check my statistics and appointments!,,data control,
3219,,,"I can have my medical records with me at any time, especially when traveling. Easy to communicate with your doctor too.",,data control,
3220,,,It helps me maintain the pace of my appointments and medications.,,data control,
3221,,,It is useful and computer. It helps me maintain my apionage.,,data control,
3222,,,It helps to get better access to updates and messages.,,data control,
3223,,,Useful to have all the relevant information in one place. Easy to use.,,data control,
3224,,,"I only access it if I have to. There is no ability to pursue health results over time, and it does not allow them to change visually, i.e. H. a diagram. Effective for communication with providers.",,data control,
3225,,,This application is excellent and easy to use!  Useful to remind me about the next appointments and a great resource for my medical information when I forget! 😂😂,,data control,
3226,,,It cannot be linked to any installation or other med. Professionals,,data control,
3227,,,"I can always have my medical documents with myself, especially when traveling. Simply communicate with your doctor.",,data control,
3228,,,"Great application! Easy to navigate. Keep the information you need and want to date. Allows you to share between different installations. Updates are in real time. If you see something you don't understand, you can question your doctor.",,data control,
3229,,,"Not an option to examine the results of the laboratory, I have routine laboratories and I can usually display them in my patient portal.",,data control,
3230,,,Delighted to see all the files of most health centers. Can send a message to any doctor at any time. Update medical information and drugs so that all hospitals can see it in an emergency. Plan your franchise for quick recording.,,data control,
3231,,,"Practical and efficient. Excellent way to manage my medical records, my medicines and my appointments. This application has improved and simplified the way I interact and communicate with my medical supplier.",,data control,
3232,,,"Great application! Easy to navigate. Keep the information you need and want to date. Allows you to share between different installations. Updates are in real time. If you see something you don't understand, you can question your doctor.",,data control,
3233,,,Always easy to access and see my results,,data control,
3234,,,"I love this application! It helps me to track appointments, medical records, emptical emails. It's great!",,data control,
3235,,,Helps facilitate the service of different suppliers. Access to complete relationships for the best treatment.,,data control,
3236,,,Help a lot to set appointments and relive the work of work as soon as possible!,,data control,
3237,,,I like the way all your information can be seen by the patient,,data control,
3238,,,"The complete record is not available on the portal, I really had to call and request a full report",,data control,
3239,,,Helpful. All of your health information in one place,,data control,
3240,,,Helps me to stay up to date on appointments and health -related topics.,,data control,
3241,,,Great to have access to my cell phone. Help me when I forget to bring my laboratories or orders to appointments. Easy to use.,,data control,
3242,,,"Why can't we see the full comment of the progress notes that the doctor wrote? With respect to what I entered, instead of which initial sentence, what we discussed and what was recommended for the next step.",,data control,
3243,,,Helps me to stay organized in health needs,,data control,
3244,,,Helpful to have records that I can access when another doctor has to go.,,data control,
3245,,,Useful to allow me to access my personal health information,,data control,
3246,,,Help me keep in touch with my care worker. Take a look at my results from the previous test and visit. Loved,,data control,
3247,,,"Excellent application, keep in touch with the doctor and staff. Manage/see the test scores easily ... Program appointments/vaccines and much more in one place!",,data control,
3248,,,Helps me keep step with appointments and follow how I am doing,,data control,
3249,,,A great application that allows me to see the results of my tests and the comments of the doctors. It helps me to be aware of my health.,,data control,
3250,,,Useful to stay at the top of records and programming.,,data control,
3251,,,"Useful and easy to use! It is good to be able to go back and check previously 
info so easily.",,data control,
3252,,,Your system needs large ascent models to make use easier. I have 2 members in my account and cannot read any of them. ASAP APDATE.,,data control,
3253,,,"Helped me a lot, show me when my next appointment and everything",,data control,
3254,,,Large application. Helps can easily access my drugs,,data control,
3255,,,Help the things you need to look back and read.,,data control,
3256,,,"It helps me to track the blood draw results, and anything that has been seen where it relates to medical care (from the United Kingdom) [of the University of Kentucky].",,data control,
3257,,,It helps me to follow my medical information,,data control,
3258,,,Effective in that you can see results instead of waiting for a phone call or follow -up.,,data control,
3259,,,"Help remember the appointments and other things, take advantage of it. Makes things much easier to follow.",,data control,
3260,,,Helped me a lot to show me when my next meeting and everything,,data control,
3261,,,A lot of excellent information in one place. Useful for doctors.,,data control,
3262,,,Follow my health is the incredible application to monitor your medical records of easy online access programming apartments in recharge recipes. Easy to use throughout the application.,,data control,
3263,,,"I help me contact my doctor and my staff without long outfits on the phone. In addition, my medical information on laboratory work prescriptions, visits to the doctor and meetings at hand. Big application !!!",,data control,
3264,,,"Update: Nevertheless, less. At least I can access my Covid Vax information. It is so faulty at that time. I don't know if the updates have to do, but I can't even access my billing to pay them",,data control,
3265,,,Get records and communication directly with doctors.,,data control,
3266,,,"I like to have access to my health information, real and updated time. Quite easy to use",,data control,
3267,,,"Very unilateral application.  The patient cannot enter any information about symptoms, current problems, previous diagnoses and cannot add any support or support documentation.   Quite useless",,data control,
3268,,,Deleted application. Loss of time. I never checked that I added my daughter and locked my account for more than a week.,,data control,
3269,,,"Completely unusable. Everything gives an error ""something that went wrong"", I cannot access my doctor's communication, nor can I access information about laboratory or imaging results. It is not available to access to one of my medical documents because ""something went wrong"" error.",,data control,
3270,,,Quite good application. Help keep medical information in order. Easy to use.,,data control,
3271,,,Great app! Full information. I love the lightness of seeing my records and being able to interact with recipes.,,data control,
3272,,,It is really great to see results that have been overlooked by my health service providers. Helps me to be my own lawyer. The only thing that could improve is the ability to respond to messages that are not available.,,data control,
3273,,,Help keep my medical appointments organized and accessible to all my blood tests. Makes sense and so useful,,data control,
3274,,,Awful. Unfriendly. Uncomfortable. Horrible application Ridiculo demand the patient to use this garbage to access the information!,,data control,
3275,,,"See your past and present the medical conditions easily, your recipes and treatments. Send requests and message to your specialized doctors and primary care, renew recipe requests. Everything you would expect when looking at an application like this.",,data control,
3276,,,Quite easy to configure your appt. in advance. Make the process so much easier in relation to doing it when you get there !!! 😁,,data control,
3277,,,You cannot delete old messages more appointments that are made,,data control,
3278,,,Very useful. Eliminate waiting time in the results of the tests. A ton of educational material. Well organized.,,data control,
3279,,,I love this application !! I help me manage everything so well and continue to organize !!,,data control,
3280,,,Helps you keep in touch with your medical information,,data control,
3281,,,"I help me keep track of the diagnosis, treatments and drugs.",,data control,
3282,,,Store your information. Useful with other health care doctors and you can get your correct dates.,,data control,
3283,,,Efficient and relevant information of easy access. I don't have the words to explain how perfectly this application looks good for me.,,data control,
3284,,,"Great application! I help me follow my mother and my own appt, drugs and Dr. friendly and easy to switch between users.",,data control,
3285,,,Very helpful to have everything on my fingertips (and safe). Helps with all my children in health care and/or with his providers.,,data control,
3286,,,"I like this app because she is informed about her about your doctor's dates and your health, very precise updates about you.",,data control,
3287,,,"The best! I can program/cancel appointments without calling. Check all the history of my appointment / subsequent care instructions. Review previously and load my insurance cards. See laboratories, recipes and any record you may need, such as vaccination. And communicate with my doctor by message.",,data control,
3288,,,Love it. Helps me keep an eye on my appointments and see information what the doctors said.,,data control,
3289,,,This application is incredible !!! It is easy to read and easy to navigate. I can get in touch with a nurse or Dr without calling the office. Help following appointments and vaccination !!!,,data control,
3290,,,Excellent application to consult your information on health care,,data control,
3291,,,Great app. Helps to easily access my medication,,data control,
3292,,,"Great application. I am so happy that my doctors office uses. I help me see my medication, follow the appointments.  It's great !!",,data control,
3293,,,Difficult to register. Newer laboratories not published. Mostly empty of data.,,data control,
3294,,,The information I need to manage health concerns. Quickly and user -friendly 😀,,data control,
3295,,,Great application. Help to easily access my medicine,,data control,
3296,,,Large application. I help me find all the details of my patients. THANKS,,data control,
3297,,,"Helps me to keep up with my appointment and my medication, I love the app.",,data control,
3298,,,Helped me manage care after surgery. Accounts easily connected from several locations facilitate everything,,data control,
3299,,,Best application I used. I can see all laboratories and medical changes. The story helps me come back to check the changes. Updates are instantaneous. I can see my laboratory results at the same time as the doctor does.,,data control,
3300,,,Helps you keep in touch with your medical information,,data control,
3301,,,"A really useful way of accessing medical records, visiting information, recipes, etc. It also works with many suppliers in this area and I can link them to all. From time to time some information can be slightly hidden, the user interface is good but imperfect.",,data control,
3302,,,Helps me to follow my apps and visitors for reports,,data control,
3303,,,I love application. It helps me with all the information I need in the palm of my hand. You don't have to stay on hold and wait for other Fax Fax doctors.,,data control,
3304,,,Large application so far. I help me quickly search for test results and follow the important information.,,data control,
3305,,,I love the application. Helps a lot to have all the information at hand.,,data control,
3306,,,Help to keep up with all my medical information,,data control,
3307,,,Helps me to understand and share info.,,data control,
3308,,,"Great application! Easy to navigate. Keep the information you need and want to update. It allows sharing between different facilities. Updates are in real time. If you see something you don't understand, you can question your doctor.",,data control,
3309,,,Eliminate complete the same forms over and over again. All my medical team can see all my data.,,data control,
3310,,,Great app and easy to use with lots of information. Available to your fingertips!,,data control,
3311,,,"Useful and useful application, easy to access, discover what is happening with health problems once and make a request regarding health problems.",,data control,
3312,,,Very good experience. Useful for storing information for my medicine and for monitoring the dates of hospital visits and the next appointments. And also great so you can reserve in advance.,,data control,
3313,,,All my information is at hand. Help me remember my meeting hours,,data control,
3314,,,It helps me maintain the pace of my appointments and medications.,,data control,
3315,,,This is an easy to navigate application and find my information. Understanding the information is somewhat delicate.,,data control,
3316,,,Efficiently when you can see results instead of waiting for telephone calls or follow -up.,,data control,
3317,,,Helps me with my appointment and my family members,,data control,
3318,,,Help me with my appointment and my family members,,data control,
3319,,,Great app and easy to use with lots of information. Available to your fingertips!,,data control,
3320,,,"Update: Nevertheless, less. At least I can access my Covid Vax information. It is so faulty at that time. I don't know if the updates have to do, but I can't even access my billing to pay them",,data control,
3321,,,"Admits communication with PCP and allows me to have a record of my visits, test results, references, etc. within my reach.",,data control,
3322,,,"I help me to follow my appointment and my drugs, I love the application.",,data control,
3323,,,This app is so helpful! I can stay in touch with my doctors and check my test results in good time !! Helpful and works great. I can plan stalk and help myself to remember when my next appointment is !!!,,data control,
3324,,,Easy to use. It helps monitor your dating and health information.,,data control,
3325,,,A lot of excellent information in one place. Useful for doctors.,,data control,
3326,,,Find doctors. You can reserve an appointment.  See office charges. Medical reports. Excellent.,,data control,
3327,,,Useful to stay informed of records and planning.,,data control,
3328,,,Cannot recover letters that have been sent. Difficult to use. Do not like any of the improvements.,,data control,
3329,,,Helps me to keep an eye on my appointments and medication,,data control,
3330,,,Very user -friendly to me. Helpful in checking tests and other information that I have to remember.,,data control,
3331,,,Love the app. It helps a lot to have all information about your fingertips.,,data control,
3332,,,Help easily check all my medical information,,data control,
3333,,,Very easy to use from Bill Pay to test results. Helps me to stay more proactive with my health!,,data control,
3334,,,I love it! Helps me track everything,,data control,
3335,,,It's great. Helps me keep step with my upcoming appointments and I can display my test results.,,data control,
3336,,,"Easy to use. Help with upcoming appointments, AMD allow you to see my results.",,data control,
3337,,,Very helpful. Helps to check the upcoming appointments. Informative about the doctor's comments.,,data control,
3338,,,Extremely easy to follow. Excellent way to keep up with health records. Efficient way to communicate with my doctors.,,data control,
3339,,,I love that I have access to my vital from previous visits.  Useful for monitoring the appointments and notes of the appointment,,data control,
3340,,,Eliminate complete the same forms over and over again. All my medical team can see all my data.,,data control,
3341,,,Great application so far. It helps me quickly find the test results and track important information.,,data control,
3342,,,Quite easy to straighten your app. in advance. Makes the process so much easier towards that when you arrive there !!! 😁,,data control,
3343,,,Very useful! To all the information you need all your doctors in the same place.,,data control,
3344,,,I love this app !! Helps me to manage everything so well and continue to organize !!,,data control,
3345,,,Access to all my medical information! Easy to communicate with all my documents.,,data control,
3346,,,"It helps me contact my doctor and my staff without long and by phone. In addition, my medical information of laboratory work recipes, medical visits and appointments within my reach. Great application !!!",,data control,
3347,,,Help me remember my doctor's appointment and the medication I take,,data control,
3348,,,Useful to access records and easy access dates. Thank you,,data control,
3349,,,It gives me access to all my very useful medical records,,data control,
3350,,,"I am so grateful to Mychart! So many wonderful advantages with this application, time, simple answers to understand and prompt your messages and prescriptions from DR and the medical team.",,data control,
3351,,,"Excellent useful application. Helps to see almost the whole history of blood tests, ultrasound tests, CT, MRI and everything else.",,data control,
3352,,,Helps me access my medication and easily reorganize my medication.,,data control,
3353,,,Thank you for creating this application. Useful to keep my health information in one place.,,data control,
3354,,,Useful to remember what the doctor said during the visit. The ease of use is excellent.,,data control,
3355,,,Helpful to give me access to my personal health information,,data control,
3356,,,"Honestly, I really like this application, especially when it comes to being able to review my laboratories as well as to see when my next meeting is! ~ Very useful and beneficial 💜",,data control,
3357,,,"I can always have my medical documents with myself, especially when traveling. Simply communicate with your doctor.",,data control,
3358,,,It helps me maintain the pace of my appointments and medications.,,data control,
3359,,,Full of access to all my diagrams and my care team.,,data control,
3360,,,It helps me track the quotes of me and my children! 2 years strong ...,,data control,
3361,,,Large application. I help me find all the details of my patients. THANKS,,data control,
3362,,,"Great application! Easy to navigate. Keep the information you need and want to date. Allows you to share between different installations. Updates are in real time. If you see something you don't understand, you can question your doctor.",,data control,
3363,,,The information is easy to read and are available almost immediately. Easy to communicate with the nurses and dr.,,data control,
3364,,,Helps me access my medication and easily reorganize my medication.,,data control,
3365,,,The best ... immediate results. Helps to monitor progress or not so good results.,,data control,
3366,,,Help with the things you need to look back and read.,,data control,
3367,,,"Helpful and easy to use! It's nice to go back and check beforehand 
Info so easy.",,data control,
3368,,,It helps me track any early health problem. It gives me information to talk to my dr. about.,,data control,
3369,,,Easier than receiving papers you may lose. Available 24 hours and quick and easy configuration,,data control,
3370,,,"I help me keep track of the blood sample results, and everything that has ever been seen to find out where he relates to health care (United Kingdom) [University of Kentucky].",,data control,
3371,,,Helps me keep my right appointments what medications I take,,data control,
3372,,,"I have several MDs that use this application of different offices, but it only shows a MD office. My Ent Orthro and Dermatology use this application, but I can only see ent. Update this application to show more than 0ne",,data control,
3373,,,ADA is very useful and easy to access.,,data control,
3374,,,Helpful to give me access to my personal health information,,data control,
3375,,,Excellent application and easy to use with a lot of information. Available at your fingertips!,,data control,
3376,,,Dear mychart! Helps so much to follow my appointments and see the laboratory results immediately,,data control,
3377,,,Dear mychart! Helps so much to follow my appointments and see the laboratory results immediately,,data control,
3378,,,Impossible to delete the old messages plus the appointment that are made,,data control,
3379,,,It helps me maintain the pace of the appointments. See my test results. Dr.,,data control,
3380,,,Love this app. Helps me to communicate so quickly and easily with my doctor and have all my medical records with my fingertips.,,data control,
3381,,,Help monitor what is happening with my health,,data control,
3382,,,Excellent application to make an appointment and see your history,,data control,
3383,,,Very easy to use .. useful for following my appointments,,data control,
3384,,,Helps me to keep an eye on my medical files,,data control,
3385,,,Large application. Help following all information and invoicing,,data control,
3386,,,"Help keeps me organized in regard to my appointments, laboratories/tests both programming and receiving results before the doctors' office calls. Excellent application for the patient to keep up with their health suppliers.",,data control,
3387,,,Love this app. Help my medication when I have refilled and can check my statistics and appointments!,,data control,
3388,,,Helps me to follow my health and everything is about the tips for my fingers.,,data control,
3389,,,"I am so grateful to Mychart! So many wonderful advantages with this application, time, simple answers to understand and prompt your messages and prescriptions from DR and the medical team.",,data control,
3390,,,Updated app is terrible !!!! All of my results that used to be there,,data control,
3391,,,"Very easy and fast. Strongly rich and good use by others. Visualization assistance 
Comments before reaching out to the doctor.",,data control,
3392,,,Recently moved and find new doctors so that the app enables me to share past data,,data control,
3393,,,"Great app! Easy to navigate. Keep the information you need and that you need up to date. Allows you to release between different facilities. Updates are real time. If you see something you don't understand, you can question your doctor.",,data control,
3394,,,Updated in all appointments and laboratories. The results are there for you to evaluate.,,data control,
3395,,,"I am happy to be able to see all the results of this application, then download them for my files ...",,data control,
3396,,,"Easily consult your past and present medical conditions, your prescriptions and treatments. Send requests and a message to your primary care physicians and specialists, renew prescription requests. Everything you expect when you are looking for an application like this.",,data control,
3397,,,It helps keep information in one place. Video appointments.,,data control,
3398,,,"Put the symptoms in my conclusion that I had said ""no"". Deleted",,data control,
3399,,,Complete information presented in an orderly and organized manner. Highly recommended.,,data control,
3400,,,Great to have access to my cell phone. Help me when I forget to bring my laboratories or orders to appointments. Easy to use.,,data control,
3401,,,Helpful app and very useful in the formation.,,data control,
3402,,,Great app love it! Helps me to stay on the right track with my daughter's appointment,,data control,
3403,,,Medicinal list outdated. Impact list outdated. These lists cannot edit.,,data control,
3404,,,"Completely unusable. Everything gives an error ""something that went wrong"", I cannot access my doctor's communication, nor can I access information about laboratory or imaging results. It is not available to access to one of my medical documents because ""something went wrong"" error.",,data control,
3405,,,It helps maintain my medical appointments organized and accessible to all my blood tests. Makes sense and very useful,,data control,
3406,,,"Honestly .. it worked perfectly well for my needs. Recognizing for easy access to my medical information, fast contact with medical staff.",,data control,
3407,,,Very easy to use ... useful to keep up with my appointments,,data control,
3408,,,Useful to remember what the doctor said during the visit. The ease of use is excellent.,,data control,
3409,,,"Really useful way to access medical records, visit information, prescriptions, etc. It also works with many suppliers in this area and I can link them all. Sometimes some information can be slightly hidden, the user interface is good but imperfect.",,data control,
3410,,,"I love this application. All doctors should use it. Easy to communicate with them, all medical information in one place. Excellent!",,data control,
3411,,,"I love this application, however, I have two (epic) Mychart: one for HCMC (Hennepin County Medical Ctr) and the other for Fairview, and I can only access one of the two.  Is there a way to connect to two distinct occurrences of Mychart?  THANKS!",,data control,
3412,,,It is useful and compilant. Helps me keep my appionment.,,data control,
3413,,,Very practical to have my health information on my fingertips. Customer service is very personalized.,,data control,
3414,,,"Very useful application. Controlling appts, messages to the supplier, to review the test results, messages on drugs. Very useful tool. ‼ ️‼ ️",,data control,
3415,,,"It is really great to see the results that my medical care providers have lost. It helps me to be my own defender. The only thing that could improve is the ability to respond in the messages, which is not available.",,data control,
3416,,,"Recently, I had to provide important information to a specialist. This application made it possible to provide the information immediately.",,data control,
3417,,,Easy and quick. Help your curiosity instead of waiting for the doctor to recall.,,data control,
3418,,,"Good app for displaying your own medical test results and reports, providers and appointments.",,data control,
3419,,,Helps you see the results that your doctor may not tell you. You can see all your health files on the phone. Very practical,,data control,
3420,,,"It helps me to follow the course and allows me to read everything about my appointments and procedures, as well as information about all my medications. I never worry about losing the appointments or the proper use of my medications because everything is here.",,data control,
3421,,,Update: always glitch but less. At least I can access my Vax cocovide information. It's so glitch at this time. I don't know if it had to do with updates but I can't even access my invoicing to pay,,data control,
3422,,,It helped me a lot show me when my next appointment and everything,,data control,
3423,,,I love that I have access to my vitals from previous visits.  Helpful to follow appointments and notes from the appointment,,data control,
3424,,,Get records and communication directly with doctors.,,data control,
3425,,,"Honestly, so far, I have been great, I can see my laboratory results right away and I can ask my DR questions.",,data control,
3426,,,"I have several MDs that use this application of different offices, but it only shows a MD office. My Ent Orthro and Dermatology use this application, but I can only see ent. Update this application to show more than 0ne",,data control,
3427,,,"My graph is an easy and excellent resources and application to access all your medical and history files. You can do all kinds of things on this application such as Link of other medical records, etc.",,data control,
3428,,,"It's really great to see the results that were missed by my health care providers. Help me be my own defender. The only thing that could improve is the possibility of responding in messages, which is not available.",,data control,
3429,,,"Easy to maneuver until past and future visits with caregivers. Full access to: make an appointment, examine the estimates, send questions, notes from caregivers and links to other caregivers outside the Cleveland Clinic.",,data control,
3430,,,Efficient way of sharing results. Doctors can publish letters and test the shared results electronically. The appointments can be verified so that it does not stress for remembering the dates. I have used the system for a few days and I have to say that it is impressive.,,data control,
3431,,,"Recently, I needed to provide important information to a specialist. This application made it possible to provide the information immediately.",,data control,
3432,,,"This is a good application, so you can verify your medical information. It helps me a lot! You should try it, I can't hurt!",,data control,
3433,,,Very helpful! I love how I can see all of my doctor visits and statistics as well as all my information.,,data control,
3434,,,Very innovative a safe portal to communicate with medical offices. Follow appointments and look at certain medical documents.,,data control,
3435,,,It gives me access to all my very useful medical records,,data control,
3436,,,"It's great to be able to see your visits information with a simple click of a button ... See your laboratories, contact your DR and make appointments ...",,data control,
3437,,,Large application. Helps can easily access my drugs,,data control,
3438,,,It shows the DR in a wrong office.  Horrible interface. I cannot change the information of incorrect personnel. I can't change anything for the case. Remove!,,data control,
3439,,,"Excellent! One of the best applications I have ever used. Easy to communicate with our doctor, we all have our graphics and conditions at hand. 5 stars plus! Well played!",,data control,
3440,,,Helps me get my results and immediately speak to my DRS. To like,,data control,
3441,,,Excellent app! Data on your fingertips. Updated immediately. Everyone should use that!,,data control,
3442,,,"To use ease. Helps me to record medical details and help me to find the best 
Physician",,data control,
3443,,,The information I need to manage health concerns. Quickly and user -friendly 😀,,data control,
3444,,,"I help me manage my appointments, I would be lost without him. I can also manage my drug list and see the results for my laboratories, my radiology, etc.",,data control,
3445,,,Help when I forget my appointments and which doctor I see that day.,,data control,
3446,,,Very easy to use. Very useful to have laboratory results available to share with my main doctor. Eliminates unnecessary repeated laboratories.,,data control,
3447,,,It is good to have access to all suppliers. Updates are often a problem for those with limited computer skills.,,data control,
